id,shortTitle,longTitle,keywords,shortDescription,longDescription,thumbnail,validFrom,validTo,status,url,tags,eventDate,location,actionDate,process,googleMapsUrl
396,CyberKongz x Nifty Island: Evolving Virtual Worlds with Engaging Gameplay,"Experience the Synergy of CyberKongz and Nifty Island: A Unique Blend of Gaming, Community, and Rewards","CyberKongz, Nifty Island Game Integration, $ISLAND, Play 2 Earn","CyberKongz enters Nifty Island, enhancing the gaming experience with innovative social interactions and $ISLAND rewards.","CyberKongz partners with Nifty Island to revolutionize the gaming landscape, introducing a world where social interaction is key. Players can explore, create, and compete using their CyberKongz, enriching the gameplay with unique attributes. This integration promotes a dynamic economy and community engagement, all powered by the $ISLAND token. It’s a new era of gaming that combines creativity, social interaction, and blockchain rewards.",https://bannersbrands.s3.eu-west-1.amazonaws.com/nifty_21.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,https://niftyisland.com/,,,,,,
397,Michelin 3xplorer Club: Digital Community and Exclusive Digital Raffles,Michelin 3xplorer Club: Digital Community and Exclusive Digital Raffles,"Connect, compete, and win in our digital clubhouse with exclusive Michelin experiences",Engage with the Michelin 3xplorer Club's digital community and win exclusive experiences through digital raffles. Join interactive events and connect over shared passions for travel and cuisine.,"Enter the digital domain of the Michelin 3xplorer Club, where your Michelin Man NFT opens doors to a global community passionate about travel, food, and mobility. This digital clubhouse is more than a space to connect; it's an arena for exclusive digital raffles offering rewards that money can't buy. From specialized online activities to unexpected NFT drops, the club enhances the collective experience, making each member's journey unique. Stay alert for the next raffle date and participate in digital events that bring together enthusiasts in an unforgettable blend of camaraderie and competition.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1162_DigitalEvents.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
399,Interactive Art and Fashion Gaming,Interactive Art and Fashion Gaming with DourDarcels,Interactive Art and Fashion Gaming with DourDarcels,"Explore, create, and play with DourDarcels - consult the entertaining Hey Darcel App, submit your artworks for potential inclusion, or dive into fashion gaming with Dour Fits.","DourDarcels offers a plethora of platforms for holders to explore, create and participate. Engage with the whimsical universe of Darcel through the interactive Hey Darcel App. Get a chance at stardom – submit your personal artworks for potential inclusion in the animated series. Step into the world of blockchain fashion gaming with Dour Fits, and try your hand at styling Darcels in competition challenges to expand your virtual wardrobe. You can also access your Darcel in various digital formats through the official site and celebrate your NFT's unique style.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1152_InteractiveArt.jpg,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,2024-02-11T21:24:45+00:00,,2024-02-11T21:24:45+00:00,,
401,Partnerships Enhance Ownership,Partnerships Enhance Ownership,Real-world experiences and products through exclusive partnerships,Unlock real-world experiences and products through exclusive partnerships. Enhance your ownership with tangible benefits.,"Through strategic partnerships, owners are offered unique opportunities to access physical experiences and products that bridge the digital and real worlds. These collaborations not only enhance the value of owning a collectible but also enrich the overall experience with tangible rewards. From exclusive merchandise to VIP event access, these partnerships are designed to bring added layers of enjoyment and exclusivity. Engaging with these collaborative efforts allows owners to experience their collectibles beyond the digital realm, adding a new dimension to their investment.",https://bannersbrands.s3.eu-west-1.amazonaws.com/536_Partnerships.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
402,Immersive Gameplay Experience with Cool Cat in 10KTF,Immersive Gameplay Experience with Cool Cat in 10KTF,Use your Cool Cat in the 10KTF ecosystem to forge unique Items,Use your Cool Cat NFT to participate and unlock unique in-game assets and experiences in the 10KTF ecosystem.,"Owning a Cool Cat NFT allows you to dive into the 10KTF world, offering a direct pathway to exclusive in-game assets, missions, and experiences tailored for Cool Cat holders. Engage with a community of like-minded players, and utilize your Cool Cat for strategic advantages, enhancing your gameplay while showcasing your unique digital collectible in a vibrant, interactive environment.",https://bannersbrands.s3.eu-west-1.amazonaws.com/536_GameIntegration.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
403,Cool Cats NFT x Nifty Island: A World of Adventure and Community,"Join the Cool Cats NFT on Nifty Island: Embrace Adventure, Community Engagement, and Rewarding Experiences","Cool Cats NFT, Nifty Island Game Integration, $ISLAND, Play 2 Earn","Cool Cats NFT integrates with Nifty Island to offer a blend of adventurous gaming and community engagement, powered by the $ISLAND token.","Cool Cats NFT opens up a world of adventure and social interaction on Nifty Island, offering unique, community-driven experiences. This integration allows users to engage in a variety of activities, from building and exploring to competing in exciting challenges. The platform fosters a collaborative economy, enabling participants to co-create and monetize their in-game creations. Players can earn rewards and recognition, all within a dynamic, inclusive environment supported by the $ISLAND token.",https://bannersbrands.s3.eu-west-1.amazonaws.com/nifty_7.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,https://niftyisland.com/,,,,,,
405,Land Development Creativity,Creative Freedom with Your Sandbox Land,"Transform your Sandbox land into breathtaking worlds, gaming experiences, or art galleries","Transform your Sandbox land into breathtaking worlds, gaming experiences, or art galleries, showcasing your creativity.","Owning land in The Sandbox metaverse empowers you with unparalleled creative freedom to construct awe-inspiring worlds, immersive gaming experiences, and unique art galleries. This platform not only allows for the expression of your creative vision but also offers the tools and community support to bring your ideas to life. Whether you're crafting intricate landscapes, designing challenging game levels, or curating digital art collections, your Sandbox land serves as the canvas for your imagination, inviting exploration, interaction, and appreciation from a global audience.",https://bannersbrands.s3.eu-west-1.amazonaws.com/475_CreativeFreedom.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
406,Access Exciting Collaborative Opportunities with Partner Networks as an NFT Member,Access Exciting Collaborative Opportunities with Partner Networks as an NFT Member,Unlock a range of benefits and opportunities through exclusive partner networks,"As an NFT member, unlock a range of benefits and opportunities through exclusive partner networks and digital engagements.","NFT ownership in this privileged group provides access to unique opportunities and experiences. Look forward to future access to Yuga Labs' Otherside Land and expand your digital horizons. Engage in specially curated digital events designed specifically for owners, bringing the novelty of unique experiences to your fingertips.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1159_Partnerships.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
408,Merchandise Drops Access,Exclusive Access to Future adidas Merchandise Drops,Preferred access to exclusive merchandise drops,"Alts by adidas NFT holders receive preferred access to exclusive merchandise drops, securing rare adidas items.","By owning an Alts by adidas NFT, individuals gain privileged access to future exclusive merchandise drops from adidas. This not only allows them to acquire highly sought-after fashion pieces but also underscores their status as valued members of the Alts by adidas community. This benefit ensures holders can showcase their dedication to the brand through ownership of unique, limited edition adidas merchandise.",https://bannersbrands.s3.eu-west-1.amazonaws.com/469_Merchandise.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
409,Commercial Creative Freedom,Azuki's Gateway to Commercial Creative Freedom,"Leverage your Azuki for commercial purposes, respecting trademark limitations","Leverage your Azuki for commercial purposes, respecting trademark limitations. Foster creativity within set terms.","Owning an Azuki opens the door to unprecedented commercial creative freedom, allowing you to reproduce and display your NFT art for business ventures, albeit with respect for Azuki's trademarks. This benefit enables holders to create derivative works and incorporate their Azuki into commercial products, provided they adhere to specific usage terms. This level of creative liberty not only encourages innovation and entrepreneurship within the Azuki community but also respects the integrity of the brand. By balancing commercial opportunities with protective guidelines, Azuki fosters a vibrant ecosystem where creativity flourishes, empowering you to explore new horizons and possibilities with your digital art while contributing to the broader narrative and value of the Azuki universe.",https://bannersbrands.s3.eu-west-1.amazonaws.com/522_ActiveCommunity.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
410,Dour Fits NFTs: Blending Artistry with Commercial Ventures,Dour Fits NFTs: Blending Artistry with Commercial Ventures,Enjoy creative freedom and limited commercial possibilities,Dour Fits NFT owners can display their art on a global scale and venture into limited commercial operations without compromising their licensing terms.,"Ownership of Dour Fits or Dour Darcels NFTs provides an array of rights that balance artistic creativity with commercial ventures. Holders enjoy a worldwide license, allowing them to use, display, and replicate their NFT art across platforms for non-commercial purposes. They can also leverage these digital assets for profit ventures, provided that the annual gross revenue stays within $50,000. This license travels with the NFT upon sale and ensures a continuum of rights for subsequent owners. With Dour Fits and Dour Darcels NFTs, combine the joy of visual artistry with the potential rewards of limited commercial ventures within the scope of given licensing terms.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1150_NonCommercial.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
413,Fashion Meets Blockchain with DourDarcels,Fashion Meets Blockchain with DourDarcels,Experience priority access to exclusive Darcel merchandise,Experience priority access to exclusive Darcel merchandise reflecting the brand’s essence with your DourDarcels NFT.,"The DourDarcels NFT ownership extends beyond digital collections to tangible fashion. As an NFT holder, you get priority access to exclusive Darcel merchandise, a unique blend of fashion and blockchain. These limited physical items resonate with the brand’s essence, allowing you to own a piece of this unique experience, contributing to the validation of the concept of fashion in the blockchain domain while embracing the distinctive Darcel aesthetic.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1152_Merchandise.jpg,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
414,Dour Fits: A Digital Fashion Revolution for NFT Owners,Dour Fits: A Digital Fashion Revolution for NFT Owners,Join a sartorial blockchain game of creativity and competition with your Dour Darcels and Dour Fits,"Immerse yourself in a Gaming Adventure with Dour Fits, where you can style your Darcels with virtual clothing and participate in themed fashion challenges.","Dour Fits isn't just a game; it's a digital fashion revolution for Dour Darcels and Dour Fits NFT owners. Enter this sartorial blockchain game where creativity meets competition in a stylishly strategic way. With access to a digital dressing room, you can style your Darcels with an array of virtual clothing, pushing the boundaries of digital expression. Participate and shine in themed competitions, vying for exclusive digital clothing and accessory tokens. With Dour Fits, embrace the vogue of virtual fashion, cultivating your NFT's aesthetic and contesting for esteemed spots in the Dour wardrobe.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1150_Fashion.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
416,Unique IRL Gatherings,Enhance Alien Fren Experience with Unique IRL Gatherings,Enhance Alien Fren Experience with Unique IRL Gatherings,"The Alien Fren community extends into real-world events, offering unforgettable moments and live interactions. Strengthen your digital connections with face-to-face engagements.","Take part in the physical extension of the Alien Fren universe. Unique real-world events will capture the excitement and fellowship of the Alien Fren community, offering unforgettable moments and live interactions. Engage face-to-face with fellow Alien Fren holders, bridging the gaps between digital connections formed online.. These gatherings aim to solidify the cultural footprint of Alien Fren, providing holders with pleasant memories and a strengthened sense of community belonging.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1143_IRLEvents.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,2024-02-11T21:24:45+00:00,,2024-02-11T21:24:45+00:00,,
417,Anime Universe Creation,Co-Creating the Azuki Anime Universe,Shape the open anime universe with your Azuki,"Shape the open anime universe with your Azuki, crafting identities, stories, and businesses around main characters.","Joining the Azuki community offers more than just ownership of a digital asset; it's an invitation to actively participate in the creation of an expansive open anime universe. Collectors have the unique opportunity to develop their own identities, narratives, and even businesses that revolve around their Azukis and the main characters of this universe. This collaborative effort has birthed 'The Garden,' a digital world and community where creativity and culture converge. Here, your contributions directly influence the evolution of the Azuki universe, allowing you to leave a lasting imprint on its lore and landscape.",https://bannersbrands.s3.eu-west-1.amazonaws.com/522_WorldofAnime.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
418,World of Women x Nifty Island: A Fusion of Creativity and Community,"Engage with World of Women on Nifty Island: A Revolutionary Platform for Gaming, Creation, and Community Rewards","World of Women, Nifty Island Game Integration, $ISLAND, Play 2 Earn","World of Women collaborates with Nifty Island, offering a unique gaming universe where creativity and community intersect, all enabled by the $ISLAND token. This partnership creates a space for inventive gameplay and communal interaction.","World of Women integrates with Nifty Island, introducing an arena where gaming meets creative expression. Players can craft their own islands, develop engaging games, and form strong community ties. The platform supports a creator-driven economy, empowering users to monetize their unique in-game creations and experiences. Participants can delve into various gaming modes, earn tangible rewards, and engage in a blockchain-powered gaming world that prioritizes creativity, community, and competition.",https://bannersbrands.s3.eu-west-1.amazonaws.com/nifty_21.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,https://niftyisland.com/,,,,,,
419,Metaverse Integration,Full Integration with Sandbox Metaverse,Integrate assets into the Sandbox Metaverse,Seamlessly integrate assets into the Sandbox Metaverse. Enhance your virtual world with exclusive items.,"The Sandbox ASSETS collection offers more than just digital ownership; it provides a gateway for full integration of unique assets within the Sandbox Metaverse. This means that every piece you own can be utilized to personalize and upgrade your space, from constructing intricate landscapes to populating your area with interactive items and characters. These assets are key to crafting a distinctive identity and experience in the vast digital universe, allowing for unparalleled creative freedom. By leveraging these NFTs, you're not just participating in the metaverse; you're actively shaping its evolution, contributing to a community-driven world where imagination knows no bounds.",https://bannersbrands.s3.eu-west-1.amazonaws.com/477_Metaverse.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
420,Personal Use Art Rights,Personal Use Art Rights,Enjoy the freedom of non-commercial creative expression,Utilize your Cool Cats art for personal projects. Enjoy the freedom of non-commercial creative expression.,"Owners of Cool Cats NFTs are granted the privilege to use the art from their collectibles for personal, non-commercial purposes. This enables enthusiasts to creatively express themselves by incorporating their digital art into personal projects, enhancing their digital and physical spaces. Whether it's for digital wallpapers, personal artwork collections, or customizing personal items, the flexibility to use Cool Cats art fosters a deeper connection between the owner and their collectible. This aspect of ownership not only celebrates individual creativity but also amplifies the personal value of the NFT.",https://bannersbrands.s3.eu-west-1.amazonaws.com/536_NonCommercial.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
421,Expansive Digital Land Ownership,Expansive Digital Land Ownership,96x96 meters of digital space for expansive creative projects,"Acquire a LAND NFT in The Sandbox, offering 96x96 meters of digital space for expansive creative projects.","The Sandbox offers an opportunity to own a piece of the digital world through LAND NFTs, each providing a substantial canvas of 96x96 meters. This expansive digital land allows for the construction of vast projects, ranging from complex gaming environments and interactive experiences to large-scale digital art installations. Ownership of a LAND NFT in The Sandbox is not just about having a piece of virtual real estate; it's an invitation to contribute to a growing ecosystem, where the limitations are defined only by your imagination and creativity.",https://bannersbrands.s3.eu-west-1.amazonaws.com/475_DigitalLand.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
422,Otherside Koda x Nifty Island: Unleashing Creativity and Competition,Elevate Your Gaming Journey with Otherside Koda on Nifty Island: A Fusion of Artistic Creation and Competitive Play,"Otherside Koda, Nifty Island Game Integration, $ISLAND, Play 2 Earn","Otherside Koda brings a creative spark to Nifty Island, combining artistic expression with competitive gameplay, all energized by the $ISLAND token.","Otherside Koda offers an artistic gateway on Nifty Island, where users can unleash their creativity while engaging in competitive play. This integration enables a unique blend of art and gaming, allowing users to create, share, and enjoy immersive experiences. The platform promotes a collaborative economy, where creativity in design and gameplay is highly valued and rewarded. Players can immerse themselves in various game modes, earning rewards and recognition in a community-centered environment powered by the $ISLAND token.",https://bannersbrands.s3.eu-west-1.amazonaws.com/nifty_8.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,https://niftyisland.com/,,,,,,
424,PartyBear x Nifty Island: Revolutionizing Gaming and Creative Collaboration,PartyBear and Nifty Island: Pioneering a New Dimension of Community-Centric Gaming and Rewarding Innovation,"PartyBear, Nifty Island Game Integration, $ISLAND, Play 2 Earn","PartyBear joins Nifty Island, offering an innovative gaming experience that fosters creativity and community engagement, all powered by the $ISLAND token.","The collaboration between PartyBear and Nifty Island introduces a unique blend of game creation, exploration, and competition. PartyBear collectors gain access to their personal island, a platform for designing unique games and fostering social connections. This integration supports a creator-led economy, allowing players to monetize their original in-game creations and experiences. As part of an active and diverse community, PartyBear owners can participate in various gaming modes, earn real-world rewards, and experience the seamless integration of gaming with blockchain technology, all facilitated by the $ISLAND ERC-20 token.",https://bannersbrands.s3.eu-west-1.amazonaws.com/nifty_7.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,https://niftyisland.com/,,,,,,
425,Partnership and Community Access,Exclusive Access to Asprey Studio Club Partnerships,"Elevate your network with prestige, get access to exclusive partnerships",Join the Asprey Studio Club for exclusive community and partnership opportunities. Elevate your network with prestige.,"Becoming a member of the Asprey Studio Club not only signifies your appreciation for exceptional design and luxury but also opens the door to an exclusive network of partnerships and communities, including the illustrious circles of Asprey and Bugatti. This membership goes beyond the typical benefits, offering unparalleled access to a world where luxury, art, and innovation intersect. Engage with a curated selection of events, collaborations, and experiences that are exclusively available to members. This privileged access fosters unique networking opportunities, allowing you to connect with like-minded individuals and influencers within the luxury and design spheres. By joining the Asprey Studio Club, you become part of a distinguished group that values exclusivity, heritage, and the pioneering spirit of brands like Asprey and Bugatti, enhancing your lifestyle with connections and experiences that are both enriching and inspiring.",https://bannersbrands.s3.eu-west-1.amazonaws.com/481_Partnerships.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
426,Intellectual Property Rights for Members,Intellectual Property Rights for Members,Wield full intellectual property rights for artistic and commercial endeavors,Lazy Lions offer more than cuteness. Enjoy full intellectual property rights with commercial and creative liberties on your Lazy Lions’ likeness.,"Lazy Lions NFTs present a realm of opportunity beyond simple digital artwork. With Lazy Lions, you're an IP owner empowered with artistic freedom and entrepreneurial prospects. Whether it's for commercial ventures or personal projects, take charge of your Lion NFTs' likeness across various mediums. Leverage Lazy Cubs in your own artwork, merchandise, or storytelling, cultivating and evolving the brand under your artistic vision. All associated IP rights are effectively transferred to the new holder in case of a sale, ensuring continuity and value retention.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1148_CreativeFreedom.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
427,CyberKongz VX x Nifty Island: Pioneering Digital Realms with Immersive Experiences,Immerse Yourself in Nifty Island with CyberKongz VX: The Future of Virtual Engagement with Rewarding Gameplay,"CyberKongz VX, Nifty Island Game Integration, $ISLAND, Play 2 Earn","CyberKongz VX integrates with Nifty Island, offering an immersive virtual world with cutting-edge gameplay, backed by $ISLAND.","CyberKongz VX joins forces with Nifty Island to deliver an unparalleled virtual experience. Players engage in a world where their actions shape the environment, creating a deeply immersive experience. This partnership enables users to utilize their CyberKongz VX for unique in-game benefits, enhancing gameplay and community interactions. The integration with $ISLAND token adds a rewarding layer, blending gaming with blockchain innovation.",https://bannersbrands.s3.eu-west-1.amazonaws.com/nifty_20.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,https://niftyisland.com/,,,,,,
428,Exclusive Avatar,Exclusive Avatar with Azuki,Use your Azuki as a Profile Picture across Social Media and join an elite circle,"Acquiring an Azuki NFT grants more than ownership—it includes an exclusive avatar for your PFP, enhancing your digital identity.","When you purchase an Azuki, you're not just buying a digital asset; you're also obtaining an exclusive avatar that can be used as your PFP across various social platforms. This dual benefit elevates the value of your investment, offering both the prestige of owning a unique NFT and the practical advantage of a distinctive avatar to represent your online presence.  Not only strengthening your connection to the Azuki community but also enriching your personal brand in the digital realm, making your Azuki a multifaceted asset in the ever-evolving metaverse.",https://bannersbrands.s3.eu-west-1.amazonaws.com/522_ActiveCommunity.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,False,,,,,,,
429,mfers x Nifty Island: Blending Gaming with Creative Expression,"Immerse Yourself in Nifty Island with mfers: A Unique Platform for Gaming, Creation, and Community Rewards","mfers, Nifty Island Game Integration, $ISLAND, Play 2 Earn","mfers partners with Nifty Island, creating a unique gaming environment that emphasizes creativity and community, powered by the $ISLAND token.","The collaboration between mfers and Nifty Island reimagines the gaming experience by integrating elements of creation, exploration, and competition. mfers collectors are granted their own island, a personal space for developing games and forging community bonds. This alliance fosters a creator-driven economy, allowing players to monetize their innovative in-game assets and experiences. Engaging in various game modes, mfers collectors can compete, earn real-world rewards, and be part of a vibrant community, all enhanced by the $ISLAND ERC-20 token and blockchain technology.",https://bannersbrands.s3.eu-west-1.amazonaws.com/nifty_4.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,https://niftyisland.com/,,,,,,
432,Maximize Alien Fren Experience with Fren Coin Staking,Maximize Alien Fren Experience with Fren Coin Staking,Lock up your Alien Fren and start earning,"Stake your Alien Fren and start earning the marketplace’s currency, Fren Coin. Strategically curate your collection, and increase your earning potential with multiplier bonuses.","The Alien Fren ecosystem offers a robust rewarding experience, presenting Fren Coin, for those who participate. Securely stake your Alien Fren NFT to start accumulating Fren Coin, the marketplace's exclusive currency supporting transactions within the community. Enhance your earnings with multipliers based on the diversity of your Alien Fren collection. While all users can earn, OG Alien Fren holders must be in your wallet to claim your accumulated Fren Coin, ensuring a loyal and committed holder base. With limitless earning potential, strategically curate your collection, and make the most of the Alien Fren Universe's offerings.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1143_EarnRewards.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
433,Exclusive IRL Events,Unlock Unique IRL Experiences. Special Events by Anomica Brands for Mocaverse,Gain exclusive access to real-life events organized by Anomica Brands,"Mocaverse NFT holders gain exclusive access to real-life events organized by Anomica Brands, offering unique experiences and networking opportunities tailored specifically for the Mocaverse community.","Owning a Mocaverse NFT is your ticket to a series of exclusive, real-life events curated by Anomica Brands. These events are crafted specifically for Mocaverse members, providing unparalleled access to unique experiences, networking opportunities with like-minded individuals, and interactions with the creators behind the Mocaverse. From intimate gatherings to large-scale events, your Mocaverse NFT unlocks the door to memorable experiences that extend far beyond the digital realm, fostering a sense of community and belonging among members.",https://bannersbrands.s3.eu-west-1.amazonaws.com/476_IRLEvents.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
434,Exclusive Collaboration Access,Exclusive Access to Future Collaborations and Partnerships,Get access to exclusive future Partnership Drops,"Owning an Alts by adidas NFT places holders at the forefront of exclusive brand collaborations, like adidas x Moncler.","Alts by adidas NFTs not only signify ownership but also serve as a key to exclusive future collaborations with high-profile brands such as Moncler and Bugatti. Holders are granted unparalleled access to groundbreaking partnerships, allowing them to experience the pinnacle of innovation and style. This benefit emphasizes the importance of community and brand engagement, ensuring holders are always part of the next big collaboration.",https://bannersbrands.s3.eu-west-1.amazonaws.com/469_Partnerships.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
435,BEANZ x Nifty Island: Where Gaming Meets Creation and Rewards,"Explore, Create, and Compete in Nifty Island with BEANZ: The Ultimate Community-Driven Gaming and Creation Platform with upcoming Rewards","BEANZ, Nifty Island Game Integration, $ISLAND, Play 2 Earn","Nifty Island merges gaming with the BEANZ NFT gateway, offering a creative, competitive, and community-driven experience, empowered by the $ISLAND token.","Nifty Island redefines gaming by integrating creation, exploration, and competition, now accessible through the BEANZ NFT collection. Players receive a free island to craft their unique space, build games, and connect with friends. The platform fosters a creator-driven economy, enabling artists and builders to monetize their creations through in-game assets and experiences. As part of a dynamic community, players can compete in diverse game modes and earn real-world rewards. With the $ISLAND ERC-20 token, Nifty Island bridges gaming with blockchain, offering a rich, interactive experience centred around creativity, community, and rewards.",https://bannersbrands.s3.eu-west-1.amazonaws.com/nifty_25.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,https://niftyisland.com/,,,,,,
436,Virtual Real Estate Ownership,Exclusive Ownership in The Sandbox Metaverse,Virtual Real Estate in the Sandbox Metaverse,"Secure unique virtual real estate in The Sandbox, offering digital scarcity and personalized space.","By investing in The Sandbox metaverse, individuals gain exclusive ownership of virtual real estate, a testament to digital scarcity and uniqueness. This opportunity not only allows for personalization and development of their digital space but also opens up a myriad of possibilities for engagement, creativity, and investment within a vibrant, expanding virtual world. Ownership in The Sandbox is more than just a digital asset; it's a stake in a rapidly growing ecosystem where innovation and community converge.",https://bannersbrands.s3.eu-west-1.amazonaws.com/475_Metaverse.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
437,Exclusive merchandise blending BEANZ with LINE Friends,BEANZ x LINE Friends Merchandise,Enjoy exclusive priority access to Azuki Merchandise,Exclusive merchandise blending BEANZ with LINE Friends.,"Dive into the world of Merchandise and Retail with our Strategic Partnership, featuring a unique collaboration between Chiru Labs and IPX. Enjoy exclusive access to co-branded merchandise and retail opportunities available at Line Friends stores. From apparel to collectibles, these items merge the iconic BEANZ with the beloved LINE Friends universe, offering fans a tangible piece of their digital interests.",https://bannersbrands.s3.eu-west-1.amazonaws.com/523_Merchandise.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
438,Quests & Emblem Rewards,ngaging Quests with Emblem Rewards for Azuki Holders,"Do quests to earn emblems for specific traits, showcasing them on your Collector's Profile","Participate in Azuki quests to earn emblems for specific traits, showcasing achievements on your Collector's Profile.","As an Azuki holder, you're invited to engage in an ongoing series of quests that not only deepen your connection to the community but also reward your dedication with unique emblems. These emblems, earned by collecting NFTs with specific traits, serve as badges of honor that can be displayed proudly on your Collector's Profile. This profile becomes a personal showcase, highlighting your favorite Azuki NFTs, earned community badges, and emblems, and also serves as your go-to source for information on upcoming drops and quests. Through participation, you actively contribute to the Azuki ecosystem, with each quest offering a new opportunity to enhance your digital identity and reputation within the community.",https://bannersbrands.s3.eu-west-1.amazonaws.com/522_Quests.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
439,Personal Digital Expression through BEANZ,Personal Digital Expression through BEANZ,Use your BEANZ in any non commercial way you can imagine,"Utilize your BEANZ for personal customization, from profile pictures to digital backgrounds.","Embrace the full potential of your BEANZ collection by using, displaying, and modifying these digital assets for personal purposes. BEANZ Official encourages collectors to express their individuality by incorporating BEANZ into their digital personas, whether through profile pictures, social media banners, or personal galleries. This aspect of non-commercial use highlights the intrinsic value of BEANZ as more than just collectibles, but as key elements of personal digital expression and identity.",https://bannersbrands.s3.eu-west-1.amazonaws.com/523_NonCommercial.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
440,Unlock Non-Commercial Potential with Your DourDarcels NFT,Unlock Non-Commercial Potential with Your DourDarcels NFT,Unlock Non-Commercial Potential with Your DourDarcels NFT,"Leverage your DourDarcels NFT's potential by utilizing the wide-ranging license it provides for personal and limited commercial use, subject to restrictions.","DourDarcels licenses grant owners the right to display their NFT art for personal, non-commercial uses, within defined parameters. Owners can engage in commercial ventures with the NFT artwork, with a gross revenue cap to ensure exclusivity. Owners also enjoy display rights on online marketplaces and third-party websites that can verify the owner's authenticity. These licenses are transferable and are seamlessly handed over to new owners upon sale. However, owners must respect modification and use restrictions to maintain the integrity of the Darcel brand. Celebrate and leverage your NFT's potential as DourDarcels and Dour Fits provide a world of artistic expression at your disposal.",https://bannersbrands.s3.eu-west-1.amazonaws.com/1152_NonCommercial.png,2024-01-01T21:24:45+00:00,2024-02-11T21:24:45+00:00,True,,,,,,,
